Product Name,Barcode,Product Group,Designed Capacity (ml),Material Type,"Height (with cap, in mm)",Registration Status,Weight - Empty(gm),Date Approval Status updated,Largest diameter (mm),Expiry Date,Glass Colour,PET Colour,Glass Colour - Other,Beverage Registrations #,Product Group - Other,Material Type - Other,NSW Refund Logo,Removable Lid?
banana cinnamon chia 250ml,9332991000532,Fruit juice,263,PET,150,Active,18,2-Nov-17,40,30-Nov-22,,Clear/Transparent,,BR-0002803,,,FALSE,
green 250ml,9332991000655,Fruit juice,263,PET,150,Active,18,2-Nov-17,40,30-Nov-22,,Clear/Transparent,,BR-0002805,,,FALSE,
breakkie nudie vanilla 250ml,9332991001553,Fruit juice,263,PET,150,Active,18,2-Nov-17,40,30-Nov-22,,Clear/Transparent,,BR-0002801,,,FALSE,
breakkie UHT mixed berry 250ml,9332991002208,Flavoured milk,250,LPB Aseptic (UHT or long life packs),130,Active,23,13-Nov-17,40,30-Nov-22,,,,BR-0002850,,,FALSE,
breakkie UHT banana date cinnamon 250ml,9332991002215,Flavoured milk,250,LPB Aseptic (UHT or long life packs),130,Active,23,13-Nov-17,40,30-Nov-22,,,,BR-0002851,,,FALSE,
Joes Classics Chocolate Milk,9333022024831,Flavoured milk,500,HDPE,180,Active,34,26-Sep-17,70,30-Nov-22,,,,BR-0000471,,,TRUE,
Joes Classic Strawberry Milk,9333022024848,Flavoured milk,500,HDPE,180,Active,34,26-Sep-17,70,30-Nov-22,,,,BR-0000472,,,TRUE,
Red Cross Spring Water,9333022027030,Plain water (carbonated or non-carbonated),600,PET,210,Active,31,9-May-18,70,4-May-23,,Clear/Transparent,,BR-0008791,,,TRUE,
Emma & Tom's Green Power,9334708000040,Fruit juice,350,PET,170,Active,32,1-Dec-17,54,30-Nov-22,,Clear/Transparent,,BR-0007168,,,FALSE,
Passionfruit Kombucha,9334708020048,Flavoured water/soft drink (carbonated),330,Glass,220,Active,182,9-May-18,55,3-May-23,Flint/Clear,,,BR-0008788,,,FALSE,
Ginger Kombucha,9334708020055,Flavoured water/soft drink (carbonated),330,Glass,220,Active,182,9-May-18,55,3-May-23,Flint/Clear,,,BR-0008787,,,FALSE,
750ml Night Owl,9335388001433,Plain water (carbonated or non-carbonated),750,PET,23,Active,19,30-Nov-17,81,30-Nov-22,,Other,,BR-0007150,,,TRUE,
Nu Pure Spring Water 20x250ml,9335388002270,Plain water (carbonated or non-carbonated),250,PET,125,Active,10,22-Nov-17,66,30-Nov-22,,Clear/Transparent,,BR-0005046,,,FALSE,
600ml Night Owl,9336221000033,Plain water (carbonated or non-carbonated),600,PET,205,Active,17,30-Nov-17,64,30-Nov-22,,Other,,BR-0007149,,,TRUE,
1.5L Night Owl,9336221000040,Plain water (carbonated or non-carbonated),1500,PET,307,Active,23,30-Nov-17,89,30-Nov-22,,Other,,BR-0007152,,,TRUE,
SCHNOBS COLD BREW BLACK DOUBLE LATTE,9336243002282,Flavoured milk,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Other,,BR-0003394,,,TRUE,
SCHNOBS COLD BREW BLACK CARAMEL LATTE,9336243002305,Flavoured milk,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Other,,BR-0003393,,,TRUE,
SCHNOBS COLD BREW TRIPLE LATTE,9336243002312,Flavoured milk,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Other,,BR-0003397,,,TRUE,
COCOBELLA CHILLED STRAIGHT UP,9336243003081,Flavoured water/soft drink/ sports drink (non-carb),425,PET,175,Active,22,16-Nov-17,65,30-Nov-22,,Other,,BR-0003374,,,TRUE,
ROKEBY FARMS PROBIOTIC NATURAL,9336243004712,Flavoured milk,750,PET,230,Active,22,16-Nov-17,75,30-Nov-22,,Other,,BR-0003387,,,TRUE,
ROKEBY FARMS PROBIOTIC BLUEBERRY,9336243004729,Flavoured milk,750,PET,230,Active,22,16-Nov-17,75,30-Nov-22,,Other,,BR-0003386,,,TRUE,
"ROKEBY FARMS WHOLE PROTEIN BANANA, HONEY & CINNAMON",9336243005009,Flavoured milk,425,PET,180,Active,22,16-Nov-17,56,30-Nov-22,,Other,,BR-0003388,,,TRUE,
ROKEBY FARMS WHOLE PROTEIN DUTCH CHOCOLATE,9336243005023,Flavoured milk,425,PET,180,Active,22,16-Nov-17,56,30-Nov-22,,Other,,BR-0003389,,,TRUE,
ROKEBY FARMS PROTEIN SMOOTHIE DOUBLE ESPRESSO,9336243005030,Flavoured milk,425,PET,180,Active,22,16-Nov-17,56,30-Nov-22,,Other,,BR-0003390,,,TRUE,
ROKEBY FARMS WHOLE PROTEIN SALTED CARAMEL,9336243005047,Flavoured milk,425,PET,180,Active,22,16-Nov-17,56,30-Nov-22,,Other,,BR-0003391,,,TRUE,
IMPRESSED SUMMER GREENS,9336243005870,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003381,,,FALSE,
IMPRESSED THE WORKS,9336243005887,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003384,,,FALSE,
IMPRESSED GINGER NINJA,9336243005894,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003377,,,FALSE,
IMPRESSED GLOW-J,9336243005917,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003378,,,FALSE,
IMPRESSED SUNNY SIDE UP,9336243005924,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003382,,,FALSE,
IMPRESSED DATE NIGHT,9336243005948,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003376,,,FALSE,
IMPRESSED CACAO KAPOW,9336243005955,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003375,,,FALSE,
IMPRESSED THE BIG APPLE,9336243005962,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003383,,,FALSE,
IMPRESSED UNEARTHED,9336243005979,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003385,,,FALSE,
IMPRESSED SERGEANT PEPPER,9336243005986,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003380,,,FALSE,
IMPRESSED JACK ROSE,9336243005993,Fruit juice,325,PET,180,Active,21,16-Nov-17,55,30-Nov-22,,Clear/Transparent,,BR-0003379,,,FALSE,
Crystal Waters 600ml,9336320000507,Plain water (carbonated or non-carbonated),600,PET,230,Active,12,29-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0002434,,,FALSE,
Crystal Waters 1.5L,9336320000514,Plain water (carbonated or non-carbonated),1500,PET,290,Active,27,29-Nov-17,90,30-Nov-22,,Clear/Transparent,,BR-0002435,,,TRUE,
Kiewa Valley Spring Water 600ml Screw Cap,9337666000039,Plain water (carbonated or non-carbonated),600,PET,210,Active,24,16-Nov-17,70,30-Nov-22,,Other,,BR-0000707,,,TRUE,
Kiewa Valley Spring Water 600ml Pop Top,9337666000091,Plain water (carbonated or non-carbonated),600,PET,210,Active,24,16-Nov-17,70,30-Nov-22,,Other,,BR-0000700,,,TRUE,
Kiewa Springs 1.5 L Screw Cap,9337666000107,Plain water (carbonated or non-carbonated),1500,PET,290,Active,38,16-Nov-17,90,30-Nov-22,,Other,,BR-0000705,,,TRUE,
Nature's Valley - Apple,9337813001070,Fruit juice,250,Glass,143,Active,166,8-Jun-18,60,31-May-23,Flint/Clear,,,BR-0009068,,,TRUE,
Retro,9337813001322,Flavoured water/soft drink (carbonated),600,PET,240,Active,25,25-Aug-18,70,13-Aug-23,,Clear/Transparent,,BR-0009067,,,TRUE,
Parkers still water,9338297000306,Plain water (carbonated or non-carbonated),600,PET,208,Active,21,18-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008022,,,FALSE,
Mango IPA,9338846000610,Beer,330,Glass,240,Active,215,9-May-18,50,3-May-23,Amber/Brown,,,BR-0008790,,,FALSE,
Crystal Aqua Water,9338972002793,Plain water (carbonated or non-carbonated),350,HDPE,180,Active,40,19-Jan-18,50,30-Nov-22,,,,BR-0002862,,,FALSE,
CRYSTAL AQUA WATER 600ML,9338972002809,Plain water (carbonated or non-carbonated),600,HDPE,180,Active,34,19-Jan-18,60,16-Jan-23,,,,BR-0008070,,,FALSE,
Crystal Aqua Water,9338972002816,Plain water (carbonated or non-carbonated),1500,HDPE,310,Active,72,19-Jan-18,120,30-Nov-22,,,,BR-0002864,,,FALSE,
ANGOSTURA BITTERS 24X200ML,9338972003929,Other,200,Glass,190,Active,185,8-Feb-18,60,7-Feb-23,Amber/Brown,,,BR-0008080,Bitters,,FALSE,
Simpsons Duff Energy Drink,9339111010099,Energy drinks (carbonated or non-carbonated),375,Aluminium,130,Active,15,9-May-18,65,3-May-23,,,,BR-0008789,,,FALSE,No
H2coco Pure 330mL,9339655002116,Flavoured water/soft drink/ sports drink (non-carb),330,LPB Aseptic (UHT or long life packs),125,Active,24,20-Nov-17,60,30-Nov-22,,,,BR-0005539,,,TRUE,
H2coco Pine 330mL,9339655002130,Flavoured water/soft drink/ sports drink (non-carb),330,LPB Aseptic (UHT or long life packs),125,Active,24,20-Nov-17,60,30-Nov-22,,,,BR-0005540,,,TRUE,
H2coco Pom 330mL,9339655002147,Flavoured water/soft drink/ sports drink (non-carb),330,LPB Aseptic (UHT or long life packs),125,Active,24,20-Nov-17,60,30-Nov-22,,,,BR-0005541,,,TRUE,
H2coco Espresso 330mL,9339655002215,Flavoured water/soft drink/ sports drink (non-carb),330,LPB Aseptic (UHT or long life packs),125,Active,24,20-Nov-17,60,30-Nov-22,,,,BR-0005538,,,TRUE,
H2melon 200mL,9339655002307,Flavoured water/soft drink/ sports drink (non-carb),200,LPB Aseptic (UHT or long life packs),120,Active,11,20-Nov-17,50,30-Nov-22,,,,BR-0005553,,,TRUE,
H2coco Wildberry 200mL,9339655002314,Flavoured water/soft drink/ sports drink (non-carb),200,LPB Aseptic (UHT or long life packs),120,Active,11,20-Nov-17,50,30-Nov-22,,,,BR-0005549,,,TRUE,
H2coco Troperiffic 200mL,9339655002321,Flavoured water/soft drink/ sports drink (non-carb),200,LPB Aseptic (UHT or long life packs),120,Active,11,20-Nov-17,50,30-Nov-22,,,,BR-0005547,,,TRUE,
H2coco Pure 200mL,9339655002376,Flavoured water/soft drink/ sports drink (non-carb),200,LPB Aseptic (UHT or long life packs),120,Active,11,20-Nov-17,50,30-Nov-22,,,,BR-0005548,,,TRUE,
H2coco Espresso 200mL,9339655002390,Flavoured water/soft drink/ sports drink (non-carb),200,LPB Aseptic (UHT or long life packs),120,Active,11,20-Nov-17,50,30-Nov-22,,,,BR-0005550,,,TRUE,
H2coco Cocochoc 1L,9339655002529,Flavoured water/soft drink/ sports drink (non-carb),1000,LPB Aseptic (UHT or long life packs),240,Active,55,20-Nov-17,90,30-Nov-22,,,,BR-0005537,,,TRUE,
H2coco Cocochoc 330mL,9339655002536,Flavoured water/soft drink/ sports drink (non-carb),330,LPB Aseptic (UHT or long life packs),125,Active,24,20-Nov-17,65,30-Nov-22,,,,BR-0005542,,,TRUE,
H2melon 500mL,9339655002611,Fruit juice,500,LPB Aseptic (UHT or long life packs),170,Active,33,20-Nov-17,75,30-Nov-22,,,,BR-0005552,,,TRUE,
H2coco Supergreens 1L,9339655002635,Flavoured water/soft drink/ sports drink (non-carb),1000,LPB Aseptic (UHT or long life packs),240,Active,55,20-Nov-17,90,30-Nov-22,,,,BR-0005544,,,TRUE,
H2coco Supergreens+Reds 1L,9339655002642,Flavoured water/soft drink/ sports drink (non-carb),1000,LPB Aseptic (UHT or long life packs),240,Active,55,20-Nov-17,90,30-Nov-22,,,,BR-0005546,,,TRUE,
H2coco Espresso 1L,9339655002703,Flavoured water/soft drink/ sports drink (non-carb),1000,LPB Aseptic (UHT or long life packs),240,Active,55,20-Nov-17,90,30-Nov-22,,,,BR-0005551,,,TRUE,
WW Apple Mango Juice 2L,9339687027330,Other,2000,PET,286,Rejected,220,25-Aug-18,120,2-Aug-23,,Clear/Transparent,,BR-0008768,Fruit juice,,TRUE,
Flying Brick Original Cider,9341255000614,Cider/fruit based alcohol,330,Glass,223,Active,200,1-Dec-17,58,30-Nov-22,Other,,Black,BR-0007169,,,FALSE,
Flying Brick Draught Cider,9341255000621,Cider/fruit based alcohol,330,Glass,223,Active,200,1-Dec-17,58,30-Nov-22,Other,,Black,BR-0007171,,,FALSE,
Flying Brick Pear Cider,9341255000638,Cider/fruit based alcohol,330,Glass,223,Active,200,1-Dec-17,58,30-Nov-22,Other,,Black,BR-0007172,,,FALSE,
Kelly Brothers Sparkling Apple Cider,9341613000010,Cider/fruit based alcohol,330,Glass,225,Active,205,15-Feb-18,50,2-Feb-23,Amber/Brown,,,BR-0008266,,,FALSE,
Riders XPA,9341613000201,Beer,330,Glass,225,Active,205,30-Apr-20,50,28-Apr-25,Amber/Brown,,,BR-0008276,,,TRUE,
Riders Loose Trucks,9341613000232,Beer,330,Glass,225,Active,205,30-Apr-20,50,28-Apr-25,Amber/Brown,,,BR-0008274,,,TRUE,
Riders Pale Rider,9341613000300,Beer,330,Glass,225,Rejected,20,29-Apr-20,50,,Amber/Brown,,,BR-0008275,,,TRUE,
Active Original 1.5L,9341743003707,Plain water (carbonated or non-carbonated),1500,PET,295,Active,38,15-Dec-17,91,8-Dec-22,,Other,,BR-0002880,,,TRUE,
Treehouse Cider,9341903000423,Cider/fruit based alcohol,351,Glass,220,Active,235,26-Sep-17,60,30-Nov-22,Amber/Brown,,,BR-0000715,,,FALSE,
Fixation Squish,9341903000638,Beer,330,Aluminium,110,Active,12,17-Oct-17,60,30-Nov-22,,,,BR-0002513,,,FALSE,No
Smoked Porter,9342094000315,Beer,330,Glass,220,Active,240,14-May-18,60,4-May-23,Amber/Brown,,,BR-0008795,,,FALSE,
Ginger Beer,9342094000513,Cider/fruit based alcohol,330,Glass,220,Active,240,14-May-18,60,4-May-23,Amber/Brown,,,BR-0008794,,,FALSE,
CHEEKY BLONDE BTL 330ML,9342694000029,Beer,330,Glass,230,Active,278,2-Nov-17,60,30-Nov-22,Green,,,BR-0003045,,,FALSE,
CARTER BTL 330ML,9342694000050,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Green,,,BR-0003080,,,FALSE,
BINTANG BEER BOTTLE 330ML,9342694000159,Beer,330,Glass,220,Active,280,2-Nov-17,50,30-Nov-22,Green,,,BR-0003042,,,FALSE,
BINTANG RADLER BTL 330ML 4X6,9342694000401,Beer,330,Glass,230,Active,278,2-Nov-17,60,30-Nov-22,Green,,,BR-0003044,,,FALSE,
WILD NATURAL STILL MINERAL WATER 12X600ML,9343394002009,Plain water (carbonated or non-carbonated),600,HDPE,210,Active,34,26-Feb-18,70,16-Jan-23,,,,BR-0008078,,,FALSE,
Hooten Premium Dutch Lager,9344893001012,Beer,330,Glass,220,Active,180,16-Oct-17,60,30-Nov-22,Green,,,BR-0002424,,,FALSE,
Hooten Premium Dutch Lager,9344893001043,Beer,650,Glass,280,Active,335,16-Oct-17,70,30-Nov-22,Green,,,BR-0002423,,,FALSE,
Mojo Crafted Kombucha Blueberry Ginger 330,9345107000111,Other,330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007569,Kombucha,,TRUE,
Mojo Crafted Kombucha Passionfruit 330,9345107000128,Other,330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007570,Kombucha,,TRUE,
Mojo Crafted Kombucha Ginger 330,9345107000159,Other,330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007574,Kombucha,,TRUE,
Mojo Crafted Kombucha Strawberry Hibiscus 330,9345107000166,Other,330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007575,Kombucha,,TRUE,
Mojo Crafted Kombucha Turmeric 450,9345107000173,Other,450,Glass,190,Active,264,7-Dec-17,65,1-Dec-22,Flint/Clear,,,BR-0007576,Kombucha,,TRUE,
Mojo Crafted Passionfruit 450,9345107000180,Other,450,Glass,190,Active,264,7-Dec-17,65,1-Dec-22,Flint/Clear,,,BR-0007577,Kombucha,,TRUE,
Mojo Tonic Pineapple Coconut 330,9345107000227,Flavoured water/soft drink (carbonated),330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007579,,,TRUE,
Mojo Tonic Berry Fusion 330,9345107000234,Flavoured water/soft drink (carbonated),330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007580,,,TRUE,
Mojo Tonic Cola 330,9345107000241,Flavoured water/soft drink (carbonated),330,Glass,190,Active,244,7-Dec-17,57,1-Dec-22,Flint/Clear,,,BR-0007578,,,TRUE,
Sams All Day Brekky,9345340000196,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008038,,,FALSE,
Sams Fruit Lunch,9345344000004,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008030,,,FALSE,
Sams Orange Juice,9345344000028,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008033,,,FALSE,
Sams Apple Juice,9345344000035,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008034,,,FALSE,
Sams Pineapple Juice,9345344000042,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008032,,,FALSE,
Sams Fruit Salad,9345344000073,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008031,,,FALSE,
Sams Apple Guava,9345344000080,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008035,,,FALSE,
Sams Berry Apple Juice,9345344000141,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008036,,,FALSE,
Sams Green Lunch,9345344000158,Fruit juice,375,Glass,220,Active,270,18-Jan-18,58,11-Jan-23,Flint/Clear,,,BR-0008037,,,FALSE,
Australian Mountain Spring Water 6x1.5L,9345544000026,Plain water (carbonated or non-carbonated),1500,PET,290,Active,79,19-Jan-18,90,30-Nov-22,,Clear/Transparent,,BR-0002902,,,FALSE,
Stripped Coconut Water 24x520ml,9345544000415,Other,520,Steel (cans),173,Active,76,1-Feb-18,65,30-Nov-22,,,,BR-0002892,Coconut Water,,FALSE,No
Australian Mountain Spring Water 12x600 ml,9345544000606,Plain water (carbonated or non-carbonated),600,PET,220,Active,25,29-Nov-17,70,30-Nov-22,,Clear/Transparent,,BR-0002901,,,FALSE,
Stripped Coconut Water 24x300ml,9345544000644,Other,300,Glass,160,Active,206,1-Feb-18,60,30-Nov-22,Flint/Clear,,,BR-0002893,Coconut Water,,FALSE,
English Bitter,9345553000000,Beer,330,Glass,226,Rejected,203,2-Mar-20,58,,Amber/Brown,,,BR-0007173,,,TRUE,
Irish Red Ale,9345553000031,Beer,330,Glass,226,Rejected,203,2-Mar-20,58,,Amber/Brown,,,BR-0007175,,,TRUE,
Irish Stout,9345553000062,Beer,330,Glass,226,Rejected,203,2-Mar-20,58,,Amber/Brown,,,BR-0007177,,,TRUE,
Pale Ale,9345553000147,Beer,330,Glass,226,Rejected,203,2-Mar-20,58,,Amber/Brown,,,BR-0007174,,,TRUE,
Ellen,9345553000192,Beer,750,Glass,300,Rejected,680,2-Mar-20,80,,Green,,,BR-0007178,,,TRUE,
Batch 400,9345553000208,Beer,500,Glass,226,Rejected,320,2-Mar-20,74,,Amber/Brown,,,BR-0007176,,,TRUE,
Love Tap Larger,9345663000747,Beer,330,Glass,222,Active,208,14-Dec-17,60,5-Dec-22,Amber/Brown,,,BR-0007583,,,FALSE,
Old Mate Pale Ale,9345663000792,Beer,330,Glass,222,Active,208,14-Dec-17,60,5-Dec-22,Amber/Brown,,,BR-0007585,,,FALSE,
Mack Daddy,9345663000808,Beer,330,Glass,222,Active,208,14-Dec-17,60,5-Dec-22,Amber/Brown,,,BR-0007586,,,FALSE,
Beer Can,9345663000884,Beer,330,Aluminium,115,Active,13,14-Dec-17,66,5-Dec-22,,,,BR-0007590,,,TRUE,No
DIET RITE PINE MANGO 1.25L,9345905002638,Flavoured water/soft drink (carbonated),1250,PET,280,Active,38,7-Feb-18,90,15-Jan-23,,Clear/Transparent,,BR-0008081,,,FALSE,
Harrys Kentucky Cola Cans 375ML,9345905005356,Cider/fruit based alcohol,375,Aluminium,130,Active,50,17-Oct-17,60,30-Nov-22,,,,BR-0002562,,,FALSE,No
Harrys Tropical Cans 375Ml,9345905005387,Cider/fruit based alcohol,375,Aluminium,130,Active,50,17-Oct-17,60,30-Nov-22,,,,BR-0002561,,,FALSE,No
GLEE BUBBLEGUM GRAPE 250ML,9345905005967,Flavoured water/soft drink (carbonated),250,Aluminium,130,Active,15,30-Nov-17,50,30-Nov-22,,,,BR-0002436,,,FALSE,No
Waterfords Lightly Sparkling Lime 500ml,9345905006360,Flavoured water/soft drink (carbonated),500,PET,220,Active,20,7-Mar-18,60,5-Feb-23,,Clear/Transparent,,BR-0008298,,,FALSE,
Globe Draught,9346045000522,Beer,355,Aluminium,120,Active,21,18-Oct-17,60,30-Nov-22,,,,BR-0002822,,,FALSE,No
Globe Ultra Dry,9346045000553,Beer,355,Aluminium,120,Active,21,18-Oct-17,60,30-Nov-22,,,,BR-0002821,,,FALSE,No
Globe Gold,9346045000584,Beer,355,Aluminium,120,Active,21,18-Oct-17,60,30-Nov-22,,,,BR-0002823,,,FALSE,No
Thunder Road Pale Ale,9346045000751,Beer,330,Glass,220,Active,220,18-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0002807,,,FALSE,
Thunder Road IPA,9346045000843,Beer,330,Glass,220,Active,220,18-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0002804,,,FALSE,
Thunder Road Pacific,9346045000874,Beer,330,Glass,220,Active,220,18-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0002806,,,FALSE,
Brunswick Bitter,9346045001048,Beer,330,Aluminium,110,Active,16,18-Oct-17,60,30-Nov-22,,,,BR-0002820,,,FALSE,No
Bilpin Pear Cider,9346530000006,Cider/fruit based alcohol,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002869,,,TRUE,
Bilpin Blush Cider,9346530000099,Cider/fruit based alcohol,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002870,,,TRUE,
Bilpin Archibald Cloudy Cider,9346530000136,Cider/fruit based alcohol,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002871,,,TRUE,
Bilpin Non Alcoholic Cider,9346530000174,Other,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002872,Non Alcoholic Cider,,TRUE,
Bilpin Bush Honey Mead,9346530000266,Cider/fruit based alcohol,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002873,,,TRUE,
Crankt Protein Chocolate 375ml,9346657000002,Flavoured milk,375,PET,180,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007151,,,FALSE,
Crankt Protein Coffee 375ml,9346657000026,Flavoured milk,375,PET,180,Active,4,8-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007154,,,FALSE,
Crankt Protein Vanilla 375ml,9346657000064,Flavoured milk,375,PET,180,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007153,,,FALSE,
Crankt Protein Banana 375ml,9346657000316,Flavoured milk,375,PET,180,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007156,,,FALSE,
Crankt Protein Max Double Espresso Max 450ml,9346657000408,Flavoured milk,450,PET,185,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007158,,,FALSE,
Crankt Protein Max Choc Honeycomb Max 450ml,9346657000415,Flavoured milk,450,PET,185,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007160,,,FALSE,
Crankt Protein Choc Honeycomb 375ml,9346657000446,Flavoured milk,375,PET,180,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007155,,,FALSE,
Crankt Protein Max Banana Max 450ml,9346657000668,Flavoured milk,450,PET,185,Active,40,21-Dec-17,65,30-Nov-22,,Clear/Transparent,,BR-0007159,,,FALSE,
LOVE,9346867000120,Plain water (carbonated or non-carbonated),1000,PET,255,Active,32,1-Dec-17,80,30-Nov-22,,Other,,BR-0007180,,,TRUE,
LUNAR,9346867000151,Plain water (carbonated or non-carbonated),1000,PET,255,Active,32,1-Dec-17,80,30-Nov-22,,Other,,BR-0007181,,,TRUE,
RAINBOW,9346867000175,Plain water (carbonated or non-carbonated),1000,PET,255,Active,32,1-Dec-17,80,30-Nov-22,,Other,,BR-0007182,,,TRUE,
Hillbilly Crushed pear cider,9346939000041,Cider/fruit based alcohol,330,Glass,222,Active,205,16-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005527,,,FALSE,
Hillbilly non alcoholic apple cider,9346939000072,Fruit juice,330,Glass,222,Active,205,16-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005543,,,FALSE,
Hillbilly Vintage apple cider,9346939000102,Cider/fruit based alcohol,750,Glass,298,Active,680,16-Nov-17,84,30-Nov-22,Green,,,BR-0005545,,,FALSE,
Hillbilly Sweet Julie cider,9346939000126,Cider/fruit based alcohol,330,Glass,222,Active,205,16-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005529,,,FALSE,
Hillbilly Scrumpy Cider,9346939000157,Cider/fruit based alcohol,330,Glass,222,Active,205,16-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005528,,,FALSE,
JT's Coconut Essence Pure Coconut Water 330,9347457000414,Fruit juice,330,LPB Aseptic (UHT or long life packs),143,Active,22,5-Mar-18,55,1-Feb-23,,,,BR-0008264,,,FALSE,
Systemax RTD Chocolate Protein,9347808001251,Flavoured milk,375,PET,190,Active,39,7-Dec-17,30,1-Dec-22,,Clear/Transparent,,BR-0007571,,,FALSE,
Systemax RTD Dark Chocolate Protein,9347808001268,Flavoured milk,375,PET,190,Active,39,7-Dec-17,30,1-Dec-22,,Clear/Transparent,,BR-0007572,,,FALSE,
Duel Hoppy Lager,9347857000281,Beer,330,Glass,220,Active,120,16-Nov-17,55,30-Nov-22,Amber/Brown,,,BR-0005501,,,FALSE,
The Sesh Golden Session Ale 330ml single bottle,9347857000328,Beer,330,Glass,220,Active,120,16-Nov-17,55,30-Nov-22,Amber/Brown,,,BR-0005504,,,FALSE,
Chop Shop Pale Ale 330ml single bottle,9347857000366,Beer,330,Glass,220,Active,120,16-Nov-17,55,30-Nov-22,Amber/Brown,,,BR-0005505,,,FALSE,
8Bit IPA 330ml single bottle,9347857000403,Beer,330,Glass,220,Active,120,16-Nov-17,55,30-Nov-22,Amber/Brown,,,BR-0005506,,,FALSE,
Healthy Hipster Cacao+Cinnamon Protein Smoothie,9347994002001,Flavoured milk,450,PET,180,Active,32,20-Nov-17,56,30-Nov-22,,Clear/Transparent,,BR-0005495,,,FALSE,
Healthy Hipster Vanilla+Chia Protein Smoothie,9347994002018,Flavoured milk,450,PET,180,Active,32,20-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0005497,,,FALSE,
